"/加工温度(4h于1080℃（1980℉）","/加工温度(4h于1110℃（2030℉）","/油淬)，试样盘尺寸","/油淬与时效)，试样盘尺寸","/空冷)，试样盘尺寸","_id","Al","B","C","Cb","Co","Cr","Fe","Hf","Mn","Mo","N","Nb","Nb+Ta","Ni","Re","Ru","Si","Ta","Ti","W","Zr","一次时效/温度","一次时效及空冷/时间","二次时效/温度","二次时效及空冷/时间","冷却/油冷温度","冷却/盐浴温度","冷却/空冷","力学性能/屈服强度","力学性能/极限拉伸强度","力学性能/纵向延伸率","单峰晶粒分布热处理/MA","双峰晶粒分布热处理/DB","固溶/固溶温度","固溶/试样厚度","固溶处理油淬/时间","固溶处理油淬/温度","固溶（油浴）/温度","固溶（盐浴）/温度","固溶（空冷）/温度","均匀化处理/时间","均匀化处理/温度","备注","应力破裂测试/温度","拉伸/温度","拉伸实验/温度","拉伸测试/ 温度","拉伸测试/气氛","拉伸测试/气氛压强","拉伸测试/温度","摘录出处","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","时效/时效时间","时效/时效温度","时效1/时效时间","时效1/时效温度","时效2/时效时间","时效2/时效温度","时效处理/时间","时效处理/温度","时效处理空冷/时间","时效处理空冷/温度","最小量热等静压制的/试验温度","材料牌号","标准热处理后油淬/时间","烧结/温度","热处理/固溶温度","热处理/温度","热处理与测试/保温时间(第一步)","热处理与测试/保温时间(第二步)","热处理与测试/冷却方式(第一步)","热处理与测试/冷却方式(第二步)","热处理与测试/测试温度","热处理与测试/温度(第一步)","热处理与测试/温度(第二步)","热处理后空冷/时间","热处理工艺/加热时间","热处理工艺/加热温度","热等静压/压力","热等静压/压强","热等静压/时间","热等静压/温度","热等静压/直径","热等静压制和挤压的/试验温度","热等静压制和锻造的/试验温度","热等静压制的/试验温度","热等静压制的（a）/试验温度","焊前热处理/时间","焊前热处理/温度","第1步热处理/时间","第1步热处理/温度","第2步热处理/冷却速率","第2步热处理/时间","第2步热处理/温度","第2步热处理/空冷","第3步热处理/时间","第3步热处理/温度","第4步热处理/时间","第4步热处理/温度","第一次热处理/温度","第一次热处理后炉冷/时间","第一次轧制/温度","第二次热处理/升温速率","第二次热处理/温度","第二次热处理后空冷/时间","第二次轧制/温度","等温锻造/变形量","等温锻造/温度","锻造/试样厚度","锻造/锻造厚度减少量","锻造和锻轧的/试验温度","锻造（油冷）/锻造温度","锻造（空冷）/锻造温度"
,,,,,"ObjectId(""5b4cb697e6b1a819a85d6219"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"26.8401Mpa",,,,,,,,,,,,,"",,,,,,,"434.369℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cb69be6b1a819a85d621b"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"26.3173Mpa",,,,,,,,,,,,,"",,,,,,,"526.149℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cb6a0e6b1a819a85d621d"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"26.5798Mpa",,,,,,,,,,,,,"",,,,,,,"486.021℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cb6a5e6b1a819a85d621f"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"27.102Mpa",,,,,,,,,,,,,"",,,,,,,"391.36℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cb6aae6b1a819a85d6221"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"25.2505Mpa",,,,,,,,,,,,,"",,,,,,,"600.226℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cb6afe6b1a819a85d6223"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"26.7094Mpa",,,,,,,,,,,,,"",,,,,,,"457.314℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cb6b4e6b1a819a85d6225"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"26.0508Mpa",,,,,,,,,,,,,"",,,,,,,"546.108℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cb6b9e6b1a819a85d6227"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"25.585Mpa",,,,,,,,,,,,,"",,,,,,,"583.199℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cb6c2e6b1a819a85d6229"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"27.3623Mpa",,,,,,,,,,,,,"",,,,,,,"339.709℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cb6c7e6b1a819a85d622b"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"28.6091Mpa",,,,,,,,,,,,,"",,,,,,,"147.662℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cb6cce6b1a819a85d622d"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"29.4066Mpa",,,,,,,,,,,,,"",,,,,,,"79.139℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cb6d1e6b1a819a85d622f"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"28.2114Mpa",,,,,,,,,,,,,"",,,,,,,"187.686℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cb6d6e6b1a819a85d6231"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"28.4102Mpa",,,,,,,,,,,,,"",,,,,,,"167.674℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cb6dae6b1a819a85d6233"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"29.2072Mpa",,,,,,,,,,,,,"",,,,,,,"96.2698℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cb6dfe6b1a819a85d6235"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"27.5562Mpa",,,,,,,,,,,,,"",,,,,,,"293.767℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cb6e4e6b1a819a85d6237"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"27.2322Mpa",,,,,,,,,,,,,"",,,,,,,"365.535℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cb6e9e6b1a819a85d6239"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"28.0125Mpa",,,,,,,,,,,,,"",,,,,,,"207.698℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cb6eee6b1a819a85d623b"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"27.4266Mpa",,,,,,,,,,,,,"",,,,,,,"322.474℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cb6f3e6b1a819a85d623d"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"28.8084Mpa",,,,,,,,,,,,,"",,,,,,,"130.531℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cb6f8e6b1a819a85d623f"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"27.8807Mpa",,,,,,,,,,,,,"",,,,,,,"224.88℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cb6fde6b1a819a85d6241"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"27.8165Mpa",,,,,,,,,,,,,"",,,,,,,"242.115℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cb701e6b1a819a85d6243"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"27.6187Mpa",,,,,,,,,,,,,"",,,,,,,"267.889℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cb706e6b1a819a85d6245"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"29.0073Mpa",,,,,,,,,,,,,"",,,,,,,"110.519℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cb710e6b1a819a85d6247"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"30.1439Mpa",,,,,,,,,,,,,"",,,,,,,"48.0181℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cb71ae6b1a819a85d624b"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"29.7417Mpa",,,,,,,,,,,,,"",,,,,,,"64.9931℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cb724e6b1a819a85d624f"")","0.52",,,,"0.49","17.65","Balance",,,"2.90",,,"5.41","52.65wt.%",,,,,"0.99",,,,,,,,,,,"30.546Mpa",,,,,,,,,,,,,"",,,,,,,"31.043℃","Ruiz C, Obabueki A, Gillespie K. Evaluation of the Microstructure and Mechanical Properties of Delta Processed Alloy 718[C]// Superalloys. 1992:33-42.","10.11961/mater0203.MGI.20171221.ds.0034","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"DP718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1325oF","8h",,"100oF","1150oF","8h",,,,,,,,
,,,,,"ObjectId(""5b4cb9e3e6b1a819a85d635d"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1189.47Mpa",,,,,,,,,,,,,"",,,,,,,"1200oF","Dix A W, Hyzak J M, Singh R P. Application of Ultra Fine Grain Alloy 718 Forging Billet[C]// Superalloys. 1992:23-32.","10.11961/mater0203.MGI.20171221.ds.0033","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"718",,,"1900.92oF","1675oF",,,,,,,,"28h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cba0fe6b1a819a85d636f"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1231.58Mpa",,,,,,,,,,,,,"",,,,,,,"1200oF","Dix A W, Hyzak J M, Singh R P. Application of Ultra Fine Grain Alloy 718 Forging Billet[C]// Superalloys. 1992:23-32.","10.11961/mater0203.MGI.20171221.ds.0033","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"718",,,"1850.46oF","1675oF",,,,,,,,"28h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cba14e6b1a819a85d6371"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1263.16Mpa",,,,,,,,,,,,,"",,,,,,,"1200oF","Dix A W, Hyzak J M, Singh R P. Application of Ultra Fine Grain Alloy 718 Forging Billet[C]// Superalloys. 1992:23-32.","10.11961/mater0203.MGI.20171221.ds.0033","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"718",,,"1875.23oF","1675oF",,,,,,,,"28h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cba1ee6b1a819a85d6373"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1463.16Mpa",,,,,,,,,,,,,"",,,,,,,"77oF","Dix A W, Hyzak J M, Singh R P. Application of Ultra Fine Grain Alloy 718 Forging Billet[C]// Superalloys. 1992:23-32.","10.11961/mater0203.MGI.20171221.ds.0033","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"718",,,"1877.06oF","1675oF",,,,,,,,"28h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cba22e6b1a819a85d6375"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1473.68Mpa",,,,,,,,,,,,,"",,,,,,,"77oF","Dix A W, Hyzak J M, Singh R P. Application of Ultra Fine Grain Alloy 718 Forging Billet[C]// Superalloys. 1992:23-32.","10.11961/mater0203.MGI.20171221.ds.0033","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"718",,,"1850.46oF","1675oF",,,,,,,,"28h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cba27e6b1a819a85d6377"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1168.42Mpa",,,,,,,,,,,,,"",,,,,,,"1200oF","Dix A W, Hyzak J M, Singh R P. Application of Ultra Fine Grain Alloy 718 Forging Billet[C]// Superalloys. 1992:23-32.","10.11961/mater0203.MGI.20171221.ds.0033","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"718",,,"1799.08oF","1675oF",,,,,,,,"28h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cba2ce6b1a819a85d6379"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1347.37Mpa",,,,,,,,,,,,,"",,,,,,,"750oF","Dix A W, Hyzak J M, Singh R P. Application of Ultra Fine Grain Alloy 718 Forging Billet[C]// Superalloys. 1992:23-32.","10.11961/mater0203.MGI.20171221.ds.0033","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"718",,,"1750.46oF","1675oF",,,,,,,,"28h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cba31e6b1a819a85d637b"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1315.79Mpa",,,,,,,,,,,,,"",,,,,,,"750oF","Dix A W, Hyzak J M, Singh R P. Application of Ultra Fine Grain Alloy 718 Forging Billet[C]// Superalloys. 1992:23-32.","10.11961/mater0203.MGI.20171221.ds.0033","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"718",,,"1825.69oF","1675oF",,,,,,,,"28h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cba36e6b1a819a85d637d"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1200Mpa",,,,,,,,,,,,,"",,,,,,,"1200oF","Dix A W, Hyzak J M, Singh R P. Application of Ultra Fine Grain Alloy 718 Forging Billet[C]// Superalloys. 1992:23-32.","10.11961/mater0203.MGI.20171221.ds.0033","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"718",,,"1825.69oF","1675oF",,,,,,,,"28h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cba3be6b1a819a85d637f"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1263.16Mpa",,,,,,,,,,,,,"",,,,,,,"750oF","Dix A W, Hyzak J M, Singh R P. Application of Ultra Fine Grain Alloy 718 Forging Billet[C]// Superalloys. 1992:23-32.","10.11961/mater0203.MGI.20171221.ds.0033","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"718",,,"1799.08oF","1675oF",,,,,,,,"28h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cba40e6b1a819a85d6381"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1305.26Mpa",,,,,,,,,,,,,"",,,,,,,"750oF","Dix A W, Hyzak J M, Singh R P. Application of Ultra Fine Grain Alloy 718 Forging Billet[C]// Superalloys. 1992:23-32.","10.11961/mater0203.MGI.20171221.ds.0033","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"718",,,"1851.38oF","1675oF",,,,,,,,"28h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cba44e6b1a819a85d6383"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1463.16Mpa",,,,,,,,,,,,,"",,,,,,,"77oF","Dix A W, Hyzak J M, Singh R P. Application of Ultra Fine Grain Alloy 718 Forging Billet[C]// Superalloys. 1992:23-32.","10.11961/mater0203.MGI.20171221.ds.0033","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"718",,,"1900.92oF","1675oF",,,,,,,,"28h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cba49e6b1a819a85d6385"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1473.68Mpa",,,,,,,,,,,,,"",,,,,,,"77oF","Dix A W, Hyzak J M, Singh R P. Application of Ultra Fine Grain Alloy 718 Forging Billet[C]// Superalloys. 1992:23-32.","10.11961/mater0203.MGI.20171221.ds.0033","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"718",,,"1826.61oF","1675oF",,,,,,,,"28h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4cba4ee6b1a819a85d6387"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1273.68Mpa",,,,,,,,,,,,,"",,,,,,,"750oF","Dix A W, Hyzak J M, Singh R P. Application of Ultra Fine Grain Alloy 718 Forging Billet[C]// Superalloys. 1992:23-32.","10.11961/mater0203.MGI.20171221.ds.0033","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,,,,,"718",,,"1775.23oF","1675oF",,,,,,,,"28h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
